,amazon_title,amazon_author,amazon_rating,amazon_reviews count,amazon_isbn-10,amazon_price
7253,Thea Stilton Se: The Secret of the Fairies (Geronimo Stilton: Thea Stilton),by Geronimo Stilton,4.6,191.0,0545556244,336.0
7254,Fantasy Wizard Card Game: The Ultimate Fantasy Game of Trump!,by Franz Vohwinkel - Import,4.8,22.0,1572816554,657.0
7255,The Last Avatar (Age of Kalki #1),by Vishwas Mudagal,4.2,17.0,9353024668,186.0
7256,Descendants: Mal's Spell Book,by Disney Book Group,4.8,5.0,1484726383,807.0
7257,Princess Academy,by Shannon Hale,4.6,778.0,1619636131,502.0
7258,Rae of Light: Paranormal Magic Teen Fantasy Romance (The Chronicles of Kerrigan...,by W.J. May,5.0,1.0,B01F5MXY7S,211.0
7259,Diary of a Wimpy Kid: Hard Luck,by Jeff Kinney,4.7,965.0,0141353074,173.0
7260,Renegades,by Marissa Meyer,3.6,10.0,1509876448,369.0
7263,Runes of Truth: A Reverse Harem Urban Fantasy (A Demon's Fall series Book 1),by G. Bailey,5.0,1.0,B07C2XN2W5,68.0
7264,The Mark of Athena (Heroes of Olympus Book 3),by Rick Riordan,4.6,126.0,0141335769,295.0
7265,"Mockingjay (Hunger Games Trilogy, Book 3)",by Suzanne Collins,4.1,84.0,B003XF1XOQ,109.0
7266,Diary of a Wimpy Kid: Dog Days,by Jeff Kinney,4.6,243.0,0141331976,168.0
7267,Harry Potter aur Rahasyamayi Tehkhana: Harry Potter and the Chamber of Secrets,by J K Rowling,4.9,47.0,818322007X,283.0
7268,Geronimo Stilton The Kingdom Of Fantasy#09 The Wizards Wand,by Geronimo Stilton,,,B076DN4RX9,434.0
7270,365 Pancharantra Stories,by OM Books,4.1,180.0,8187107588,390.0
7272,Percy Jackson and the Last Olympian (Book 5),by Rick Riordan,4.7,137.0,0141346884,217.0
7275,Demon Zero: An Urban Fantasy Adventure (Dark Matter Book 1),by Randall Pine,4.7,10.0,B07LGDNMCQ,215.0
7276,11 Hours,by Daniel Paul Singh,4.4,173.0,8193379152,190.0
7278,"I DON'T WANT TO SLEEP"": Teaching Kids the Importance of Sleep. (Bedtimes sleep...""",by Sigal Adler,4.8,6.0,B071RMKKM5,70.0
7279,Nursery Rhymes (My Jumbo Books),by Dreamland Publications,4.5,85.0,8184516207,140.0
7280,Red Sapphire: The Sita Chronicles - Book One,by Ashley Mayers,3.4,4.0,B012XS0COK,398.0
7282,Books For Kids: Natalia and the Pink Ballet Shoes (KIDS FANTASY BOOKS #3) (Kids...,by Felicia Harper,4.0,2.0,B00PMWXI82,238.0
7283,Kafka On The Shore (Vintage Magic),by Haruki Murakami,4.1,197.0,0099458322,311.0
7284,Disney Movie Collection: Tinker Bell and the Secret of the Wings: A Special Disney...,by Parragon Books Ltd - Import,,,1472381947,305.0
7285,Diary of a Wimpy Kid - 6: Cabin Fever,by Jeff Kinney,4.6,236.0,0141343001,181.0
7286,Moonlight Inn: A Reverse Harem Urban Fantasy (Books 1-4),by Leigh Kelsey,4.6,6.0,B07GMXST5R,210.0
7287,Diary of a Wimpy Kid: The Ugly Truth,by Jeff Kinney - International Edition,4.6,215.0,0141340827,174.0
7288,Hulk: World War Hulk,by Greg Pak,4.6,13.0,B00DYVESVO,308.0
7289,All the Lives We Never Lived,by Anuradha Roy,3.7,18.0,935195238X,492.0
7291,Magnus Chase and the Hammer of Thor (Book 2),by Rick Riordan,4.6,98.0,0141342560,299.0
7294,"Geronimo Stilton Micekings #4: Stay Strong, Geronimo!",by Geronimo Stilton,3.6,12.0,9386313200,251.0
7296,The Girl in the Tower (Winternight Trilogy),by Katherine Arden,4.2,10.0,1785031066,445.0
7298,Nagargalin Ragayasam - The Secret of the Nagas (Tamil),by Amish Tripathi,4.5,147.0,9384030538,181.0
7300,"Wild Hearts: (Wild Hearts Series, Book One)",by Pooja Gupta,5.0,3.0,B07DYQVLN6,69.0
7301,Snow & Rose,by Emily Winfield Martin,5.0,1.0,0553538187,389.0
7302,Ink: An Urban Fantasy Action Adventure Novel (Tribe Book 1),by Jobie Baldwin,4.8,13.0,B07H3D27PV,139.0
7303,Wild Beauty: A Novel,by Anna-Marie McLemore,5.0,1.0,1250124557,899.0
7304,TINKLE DOUBLE DIGEST 5,by ANANT PAI,4.2,5.0,B0758FRLRZ,36.0
7305,The Girl Who Knew Too Much: What if the Loved One You Lost Were to Come Back?,by Vikrant Khanna,4.1,245.0,0143439944,158.0
7307,Creepella Von Cacklefur - 1 The Thirteen Ghosts: 01 (Geronimo Stilton),by Geronimo Stilton,4.4,63.0,0545307422,194.0
7308,The Girl in Room 105,by Chetan Bhagat,4.1,1540.0,1542040469,125.0
7309,The Alchemist,by Paulo Coelho,4.6,3839.0,8172234988,209.0
7310,"Three Thousand Stitches: Ordinary People, Extraordinary Lives",by Sudha Murty,4.4,360.0,0143440055,136.0
7311,All the Light we Cannot See,by Anthony Doerr,4.5,193.0,0008172420,311.0
7312,The Perfect Us,by Durjoy Datta,4.7,428.0,0143426591,116.0
7313,The Woman in the Window,by A. J. Finn,3.9,114.0,0008294372,231.0
7314,Will You Still Love Me?,by Ravinder Singh,4.5,290.0,0143429361,115.0
7315,Animal Farm,by George Orwell,4.5,145.0,8193387643,49.0
7316,Pyjamas are Forgiving,by Twinkle Khanna,3.4,233.0,9386228971,173.0
7317,The Monk Who Sold His Ferrari,by Robin Sharma,4.6,2921.0,817992162X,179.0
7318,Origin: Number 5 of the Robert Langdon Series,by Dan Brown,4.0,1184.0,0593078756,486.0
7319,Wuthering Heights,by Emily Brontë,4.1,244.0,8172344899,80.0
7320,The Complete Novels of Sherlock Holmes,by Arthur Conan Doyle,4.3,839.0,8175994312,146.0
7321,This Is Not Your Story,by Savi Sharma,4.5,2177.0,9386224399,125.0
7322,The Fault in our Stars,by John Green,4.5,1570.0,0141345659,217.0
7323,The Time Machine (Enriched Classics),by H.G. Wells,4.3,216.0,B004XVQ73G,54.0
7324,The Power of your Subconscious Mind,by Joseph Murphy,4.5,5010.0,8192910962,75.0
7325,Tell Tale,by Jeffrey Archer,4.4,133.0,1509867767,284.0
7326,A Christmas Carol,by Charles Dickens,4.3,108.0,8175993278,69.0
7327,Veronika Decides to Die,by Paulo Coelho,4.4,203.0,8172235437,209.0
7328,The Great Gatsby,by F. Scott Fitzgerald,4.1,342.0,8172344562,47.0
7329,Man's Search for Meaning,by Viktor E Frankl,4.3,711.0,1846041244,173.0
7330,Looking for Alaska,by John Green,4.3,512.0,0007523521,218.0
7331,A Thousand Splendid Suns,by Khaled Hosseini,4.5,732.0,1408844443,251.0
7332,Her Last Wish,by Ajay K. Pandey,4.7,1010.0,9382665870,88.0
7333,1984,by George Orwell,4.4,743.0,8192910903,88.0
7334,The Immortals of Meluha (Shiva Trilogy),by Amish,4.6,2643.0,9380658745,251.0
7335,Keepers of the Kalachakra: Book 5 in the Bharat Series of Historical and Mythological...,by Ashwin Sanghi,4.0,472.0,9386850648,230.0
7336,Sense and Sensibility,by Jane Austen,4.2,94.0,8193387651,88.0
7337,You are the Best Wife: A True Love Story,by Ajay K Pandey,4.7,2830.0,9382665544,88.0
7338,The Origin of Species,by Charles Darwin,4.3,214.0,8172344880,189.0
7339,Harappa - Curse of the Blood River,by Vineet Bajpai,4.1,680.0,9352685482,185.0
7340,Ram - Scion of Ikshvaku (Book 1 - Ram Chandra Series): 2015 Edition with Updated...,by Amish Tripathi,4.1,4651.0,9385152149,240.0
7341,Calling Sehmat,by Harinder Sikka,4.5,307.0,0143442309,164.0
7342,The Spy,by Paulo Coelho,4.0,217.0,0670089532,199.0
7344,Love a Little Stronger,by Preeti Shenoy,4.0,105.0,9387022137,101.0
7345,The Girl Who Knew Too Much: What if the Loved One You Lost Were to Come Back?,by Vikrant Khanna,4.1,245.0,0143439944,158.0
7346,Jane Eyre,by Charlotte Bronte,4.3,183.0,8193387619,88.0
7347,The Legend of Lakshmi Prasad,by Twinkle Khanna,3.7,343.0,938622805X,179.0
7348,One Indian Girl,by Chetan Bhagat,3.6,4950.0,8129142147,112.0
7349,The Boy in the Striped Pyjamas (Vintage Childrens Classics),by John Boyne,4.6,134.0,0099572869,173.0
7350,Wise and Otherwise: A salute to Life,by Sudha Murty,4.5,299.0,0143062220,144.0
7351,Pride & Prejudice,by Jane Austen,4.3,356.0,8172344503,79.0
7352,The Prophet,by Kahlil Gibran,4.5,247.0,817234354X,69.0
7353,Everyone Has A Story,by Savi Sharma,4.1,3372.0,9386036754,100.0
7354,Murder on the Orient Express (Film Tie-in Edition) (Poirot),by Agatha Christie,4.5,587.0,0008226679,224.0
7355,The Blue Umbrella,by Ruskin Bond,4.4,350.0,8171673406,95.0
7356,Three Men in a Boat,by Jerome K. Jerome,4.3,201.0,8172344430,99.0
7357,Animal Farm,by George Orwell,4.6,1007.0,8172344392,44.0
7358,Life is What You Make It,by Preeti Shenoy,4.0,2866.0,9380349300,86.0
7359,Pralay: The Great Deluge (Harappa),by Vineet Bajpai,4.3,367.0,8193642406,149.0
7360,Train to Pakistan,by Khushwant Singh,4.2,550.0,0143065882,144.0
7362,The Rule Breakers,by Preeti Shenoy,4.3,142.0,9387578674,222.0
7363,The Time Machine,by H. G. Wells,4.3,216.0,8175992956,99.0
7364,Immortal Talks,by Shunya,4.5,873.0,8193305205,245.0
7365,Sita: Warrior of Mithila (Ram Chandra),by Amish Tripathi,4.3,1817.0,9386224585,226.0
7366,Everyone Has a Story 2,by Savi Sharma,4.8,549.0,9387894126,123.0
7367,The Ministry of Utmost Happiness,by Arundhati Roy,3.9,504.0,067008963X,288.0
7368,The Art of War,by Sun Tzu,3.9,237.0,8172345240,69.0
7369,Who Will Cry When You Die?,by Robin Sharma,4.4,2799.0,8179922324,115.0
7370,Heads You Win,by Jeffrey Archer,3.9,70.0,1509899529,247.0
7371,Siddhartha,by Hermann Hesse,4.5,53.0,817234368X,99.0
7372,Black Holes: The Reith Lectures,by Stephen Hawking,4.3,319.0,085750357X,89.0
7373,Eleven Minutes,by Paulo Coelho,4.2,234.0,8172235631,167.0
7374,The Jungle Book,by Rudyard Kipling,4.5,17.0,8193387694,60.0
7375,Rabindranath Tagore - Selected Short Stories (Master's Collections),by Rabindranath Tagore,4.1,164.0,9380816049,86.0
7376,To Kill a Mockingbird,by Harper Lee,4.4,1183.0,0099549484,292.0
7377,Metamorphosis,by Franz Kafka,4.2,198.0,8172345135,69.0
7378,As a Man Thinketh,by James Allen,4.5,52.0,9386538172,89.0
7380,Harry Potter and the Chamber of Secrets (Harry Potter 2),by J.K. Rowling,4.7,562.0,1408855666,374.0
7381,Our Story Needs No Filter,by Sudeep Nagarkar,4.7,815.0,8184007442,115.0
7382,And Then There Were None,by Agatha Christie,4.6,1342.0,0008123209,275.0
7383,The Rise of Sivagami: Book 1 of Baahubali - Before the Beginning,by Anand Neelakantan,4.1,793.0,9386224445,162.0
7384,The Kite Runner,by Khaled Hosseini,4.5,1050.0,1408850257,319.0
7385,The Night Train at Deoli and Other Stories,by Ruskin Bond,4.5,134.0,014011615X,225.0
7386,Such is HER Life,by Reecha Agarwal Goyal,4.6,168.0,938777953X,99.0
7387,The Greatest Short Stories of Leo Tolstoy,by Leo Tolstoy,4.5,173.0,8184950314,189.0
7389,The Upside-Down King: Unusual Tales about Rama and Krishna,by Sudha Murty,4.5,35.0,0143442333,198.0
7390,The Girl on the Train: Film tie-in,by Paula Hawkins,3.8,922.0,1784161756,298.0
7391,You are My Reason to Smile,by Arpit Vageria,4.4,470.0,9382665889,88.0
7392,Be My Perfect Ending,by Arpit Vageria,4.4,204.0,9387022080,87.0
7393,She Friend - Zoned My Love,by Sudeep Nagarkar,4.6,248.0,9385990004,112.0
7394,The One from the Stars,by Keshav Aneel,4.7,449.0,9380349726,88.0
7395,The Book Thief (Definitions),by Markus Zusak,4.5,237.0,186230291X,437.0
7397,Don't Tell The Governor,by Ravi Subramanian,4.0,102.0,9353024625,160.0
7398,Stalker (Joona Linna),by Lars Kepler,4.4,38.0,0007467850,214.0
7399,Something Happened on the Way to Heaven: 20 Inspiring Real-Life Stories,by Sudha Murty,4.3,155.0,0143423924,188.0
7400,Treasure Island,by Robert Louis Stevenson,4.2,118.0,8172344767,99.0
7401,Great Expectations,by Charles Dickens,4.2,180.0,819338766X,200.0
7402,The Brahmin,by Ravi Shankar Etteth,4.2,129.0,9386850710,222.0
7403,Mrs Funnybones,by Twinkle Khanna,4.1,1483.0,0143424467,180.0
7404,The Mother I Never Knew: Two Novellas,by Sudha Murty,4.3,148.0,0143422251,213.0
7405,The Mahabharata Secret,by Christopher C. Doyle,3.8,700.0,9383202319,257.0
7406,Journey to the Centre of the Earth,by Jules Verne,4.4,73.0,8175994053,99.0
7407,The Fallen (Amos Decker series),by David Baldacci,4.4,17.0,1509874267,373.0
7408,I Tagged Her in My Heart,by Anuj Tiwari,4.7,225.0,8129149567,100.0
7409,The Secret Of The Nagas (Shiva Trilogy-2),by Amish Tripathi,4.6,1680.0,9381626340,244.0
7410,"I Too Had a Love Story, Book 1",by Ravinder Singh,4.5,1922.0,0143418769,179.0
7411,The Perks of Being a Wallflower,by Stephen Chbosky,4.4,306.0,1451696191,186.0
7412,Into the Water: The Sunday Times Bestseller,by Paula Hawkins,3.5,76.0,B01M5GAN0C,183.0
7413,You are the Best Friend,by Ajay K. Pandey,4.7,650.0,9386850559,110.0
7414,The Boy Who Loved,by Durjoy Datta,4.5,1366.0,0143426575,120.0
7415,Live Your Dreams: Be You.,by Neeti Nigam Keswani,4.2,24.0,9352915488,149.0
7416,The Girlfriend: The Gripping Psychological Thriller from the Number One Bestseller,by Michelle Frances,3.4,10.0,150982152X,264.0
7417,Forever is a Lie,by Novoneel Chakraborty,4.5,191.0,0143427490,114.0
7418,The Secret Garden,by Frances Hodgson Burnett,4.3,119.0,9386538997,129.0
7419,Only Time Will Tell (The Clifton Chronicles),by Jeffrey Archer,4.2,285.0,0330517988,124.0
7420,The Other Side of Midnight,by Sidney Sheldon,4.3,53.0,8172234937,209.0
7421,The Tree Bears Witness: A Birbal Mystery,by Sharath Komarraju,4.2,71.0,9386850443,210.0
7422,The Art of Dealing with People,by Les Giblin,4.1,162.0,8188452009,63.0
7423,The Monsoon Murders,by Karan Parmanandka,4.0,126.0,9382665749,98.0
7424,Matilda (Dahl Fiction),by Roald Dahl,4.7,212.0,0141365463,211.0
7425,Reckless,by Sidney Sheldon,3.7,110.0,0008146845,247.0
7427,Cleopatra: Daughter of the Nile (Classic Historical Fiction Book 3),by Colin Falconer,4.6,4.0,B004UGLPTA,449.0
7428,Rumi A New Translation,by Farrukh Dhondy,4.1,67.0,9350290820,238.0
7429,The White Tiger: Booker Prize Winner 2008,by Aravind Adiga,4.1,263.0,8172238479,211.0
7430,"Best of Agatha Christie Box Set (And Then There Were None, Murder on the Orient...",by Agatha Christie,4.7,35.0,0008281513,309.0
7431,The Quest of the Sparrows,by Kartik Sharma,4.3,222.0,8129118653,95.0
7432,Great Stories for Children,by Ruskin Bond,4.4,217.0,8129118920,182.0
7433,The Serpent's Revenge: Unusual Tales from the Mahabharata,by Sudha Murty,4.6,104.0,0143427857,218.0
7434,The Ice Monster,by David Walliams,5.0,1.0,0008324050,248.0
7435,The Handmaid's Tale (Contemporary Classics),by Margaret Atwood,4.3,97.0,0099740915,347.0
7436,Notes for Healthy Kids,by Rujuta Diwekar,4.7,34.0,9387894525,300.0
7437,Sidney Sheldon's The Silent Widow,by Sidney Sheldon,3.8,39.0,0008229635,230.0
7438,The Fox,by Frederick Forsyth,3.6,120.0,0552175854,248.0
7439,The Lost Symbol (Robert Langdon Book 3),by Dan Brown,4.4,382.0,0552149527,115.0
7440,The Old Man and the Sea,by Ernest Hemingway,4.3,1175.0,0099908409,89.0
7441,Satyayoddha Kalki: Eye of Brahma (Book 2),by Kevin Missal,4.2,35.0,9388369157,169.0
7442,Diary of A Wimpy Kid: The Meltdown (Book 13) (Diary of a Wimpy Kid 13),by Jeff Kinney,4.7,297.0,0141378204,248.0
7443,A Hundred Little Flames,by Preeti Shenoy,4.7,426.0,9386850427,299.0
7444,October Junction,by Divya Prakash Dubey,4.5,100.0,9387464407,75.0
7445,The Malhotra Bride,by Sundari Venkatraman,3.5,27.0,9352589475,139.0
7446,The Adventures of Woka Chimni: A storybook for kids about a sparrow's exciting...,by Preeti Vyas,4.9,13.0,0143442007,113.0
7447,The Boy with a Broken Heart,by Durjoy Datta,4.6,423.0,0143426583,149.0
7448,The Wedding Tamasha (The Menon Women Book 1),by Sudha Nair,4.0,162.0,B07647ZC2Z,99.0
7449,The Forest of Enchantments,by Chitra Banerjee Divakaruni,4.2,9.0,9353025982,335.0
7450,50 World’s Greatest Short Stories,by Various authors,4.3,23.0,938653827X,199.0
7451,Macbeth,by William Shakespeare,4.3,89.0,8175994193,99.0
7452,Forever is True,by Novoneel Chakraborty,4.4,173.0,0143427504,134.0
7453,The 3 Mistakes of My Life,by Chetan Bhagat,4.3,615.0,8129135515,101.0
7454,One Night @ The Call Centre,by Chetan Bhagat,4.0,595.0,8129135507,106.0
7455,Pandemic,by Robin Cook,3.1,65.0,150989294X,492.0
7456,Hippie,by Paulo Coelho,3.9,32.0,0670091782,208.0
7457,Death under the Deodars,by Ruskin Bond,4.4,82.0,0143333674,149.0
7458,"The World's Favourite: And Then There Were None, Murder on the Orient Express...",by Agatha Christie,4.6,92.0,0008158614,634.0
7459,21 Anmol Kahaniyaa (Premchand),by Premchand,4.5,85.0,9350336618,119.0
7460,The Great Gatsby,by F. Scott Fitzgerald,4.1,342.0,9387585018,69.0
7461,The Prince,by Niccolò Machiavelli,4.2,138.0,8175993073,99.0
7462,The Adventures of Tom Sawyer,by Mark Twain,4.3,158.0,8175992913,99.0
7463,One Hundred Years of Solitude (International Writers S.),by Gabriel Garcia Marquez,4.2,265.0,0140157514,230.0
7464,War & Peace,by Leo Tolstoy,4.3,103.0,8175992832,279.0
7465,13 Reasons Why,by Jay Asher,4.3,423.0,0451478290,355.0
7466,Fairytale,by Danielle Steel,4.2,5.0,1509881344,268.0
7467,The Secret of the Druids (Mahabharata Quest Series Book 2),by Christopher C. Doyle,4.1,273.0,9385724223,179.0
7468,Kashi: Secret of the Black Temple (Harappa),by Vineet Bajpai,4.6,209.0,8193642449,194.0
7469,Masterpieces of World Fiction: Selected Stories By  LEO TOLSTOY,by LEO TOLSTOY,4.4,9.0,8129131498,140.0
7471,Fantastic Beasts: The Crimes of Grindelwald: The Original Screenplay (Fantastic...,by J.K. Rowling,4.8,52.0,1408711702,434.0
7472,Ever After High - A Spelltacular Year,by Edda USA Editorial Team,3.0,2.0,194078753X,30.0
7473,The Martian,by Andy Weir,4.7,270.0,1785031139,288.0
7474,The Murder of Roger Ackroyd (Poirot),by Agatha Christie,4.6,469.0,0007527527,225.0
7475,Letters to My Ex,by Nikita Singh,3.6,92.0,9352776585,118.0
7476,Turning Point,by Danielle Steel,4.3,81.0,150989716X,291.0
7478,Think and Grow Rich,by Napoleon Hill,4.6,3611.0,9350330954,166.0
7479,A Game of Thrones (A Song of Ice and Fire),by George R.R. Martin,4.5,440.0,0007428545,538.0
7480,The First Lady,by James Patterson,,,1780899785,373.0
7481,Sapiens: A Brief History of Humankind,by Yuval Noah Harari,4.6,1645.0,0099590085,250.0
7482,Little Women,by Louisa May Alcott,4.3,136.0,8175992905,169.0
7484,Half Torn Hearts,by Novoneel Chakraborty,,,0143442694,149.0
7485,It's All in the Planets,by Preeti Shenoy,4.3,403.0,9386036452,167.0
7486,The Hidden Pool,by Ruskin Bond,4.3,54.0,0143333925,112.0
7487,Norwegian Wood,by Haruki Murakami,4.3,178.0,0099448823,249.0
7488,The Adventures of Huckleberry Finn,by Mark Twain,4.0,129.0,8175992999,99.0
7489,CASE No.56,by Chandrashekar Nagawaram,4.7,29.0,B07KP653V2,127.0
7490,The Oath of the Vayuputras (Shiva Trilogy),by Amish Tripathi,4.4,1608.0,9382618341,282.0
7491,Natasha Mehra Must Die: The Doomsday Trilogy Book 1,by Anand Sivakumaran,4.7,20.0,9388369327,199.0
7492,The Cast,by Danielle Steel,4.0,6.0,1509897119,210.0
7493,Dracula,by Bram Stoker,4.2,156.0,8172344775,99.0
7494,The Magic Finger (Dahl Fiction),by Roald Dahl,3.9,48.0,0141365404,215.0
7495,George's Marvellous Medicine (Dahl Fiction),by Roald Dahl,4.5,76.0,0141365501,223.0
7496,The Girl of My Dreams,by Durjoy Datta,4.3,836.0,0143424629,179.0
7497,Mistress of the Throne: The Mughal Intrigues,by Ruchir Gupta,4.1,71.0,9382665072,150.0
7498,The Beautiful and Damned,by F. Scott Fitzgerald,3.7,10.0,817599391X,159.0
7499,"A GATHERING OF FRIENDS:
MY FAVOURITE STORIES",by Ruskin Bond,4.7,40.0,B00VG1JD4G,198.0
7500,Word Power Made Easy,by Norman Lewis,4.4,5661.0,0143424688,98.0
7501,That Long Silence,by Deshpande Shashi,4.2,16.0,0140127232,187.0
7502,Vikramaditya Veergatha Book 1 - The Guardians of the Halahala,by Shatrujeet Nath,4.5,125.0,818495638X,230.0
7503,Coded Triangles : World's First Tamil Historical Science Fiction Novel,by Shreedher Priyan,5.0,4.0,1684660718,250.0
7504,The Adventures of Sherlock Holmes,by Sir Arthur Conan Doyle,4.3,839.0,8175993863,149.0
7505,A Wrinkle in Time (A Puffin Book),by Madeleine L'Engle,4.4,38.0,0141354933,223.0
7506,No Matter What I Do: I end up Falling for You,by Devanshi Sharma,4.2,216.0,9382665846,88.0
7507,The Complete Novels of Sherlock Holmes (Deluxe Hardbound Edition),by Arthur Conan Doyle,4.4,8.0,9387779688,399.0
7508,The Right Time,by Danielle Steel,3.6,4.0,1509881336,211.0
7510,I Love You,by Kuldeep Raghav,4.4,78.0,9387390462,100.0
7511,The Magic of the Lost Temple,by Sudha Murty,4.6,268.0,014333316X,179.0
7512,Getting Granny's Glasses,by Ruskin Bond,4.4,79.0,0143332465,131.0
7513,Chanakya's Chant: Book 2 in the Bharat Series of Historical and Mythological...,by Ashwin Sanghi,4.1,585.0,9381626812,244.0
7514,I Still Think about You,by Arpit Vageria,4.5,318.0,9382665706,97.0
7516,Lethal White (Cormoran Strike 4),by Robert Galbraith,4.3,72.0,0751572861,452.0
7517,Nancy Drew 01: The Secret of the Old Clock,by Carolyn G. Keene,4.4,34.0,0448095017,225.0
7518,The Post Office,by Rabindranath Tagore,4.2,31.0,818668526X,48.0
7520,Percy Jackson and the Last Olympian (Book 5),by Rick Riordan,4.7,137.0,0141346884,217.0
7521,Shivagami Kadha  Bahubali  Bhagam 1: The Rise Of Sivagami Telugu,by Anand Neelakantan,3.6,28.0,9386224607,255.0
7522,As You Like It (Shakespeare Stories),by Andrew Matthews,4.3,89.0,1846161878,150.0
7523,Percy Jackson and the Titan's Curse,by Rick Riordan,4.7,293.0,0141346817,198.0
7524,Non Resident Idiot,by Surya Rai,5.0,10.0,1684665132,179.0
7525,Ek Aaghaaz,by Nitish Ojha,4.8,53.0,1644293064,110.0
7526,2 States: The Story of My Marriage,by Chetan Bhagat,4.4,641.0,8129135523,101.0
